x,y,value
-42.1332893371582,28.422420501708984,Danielle Darrieux
-56.617958068847656,4.563521385192871,Edwin of Northumbria
-90.28396606445312,28.990703582763672,Toko Yasuda
-10.836467742919922,-28.868192672729492,Autonomous University of Madrid
13.000246047973633,-30.790311813354492,Lyon
-23.518939971923828,-43.053977966308594,Thomas Joannes Stieltjes
12.511771202087402,3.4012558460235596,Anaal Nathrakh
50.21494674682617,-25.483440399169922,Apple A5
70.0443344116211,-2.0966312885284424,Wellington
85.7743911743164,-11.081016540527344,Shree Pundalik
33.933326721191406,-27.873477935791016,BBC One
21.605512619018555,75.47441864013672,Andreas Ivanschitz
-31.800796508789062,35.852779388427734,Michel Denisot
89.024169921875,6.162566184997559,Ferrari F40
-46.50472640991211,39.495506286621094,Go Hyeon-jeong
-25.259061813354492,-11.38831901550293,Percy Snow
48.11859130859375,-22.701316833496094,Saint Petersburg
13.753955841064453,-68.38492584228516,The Icelandic Dream
82.80007934570312,-3.9520304203033447,Porsche 911
-26.669269561767578,-9.589004516601562,Robert William Muench
8.262983322143555,-11.054109573364258,Inner Circle railway line
106.66932678222656,65.87834167480469,Argentine Football Association
56.42192840576172,17.789756774902344,Monell Chemical Senses Center
-33.05846405029297,-8.485816955566406,Charles Alfred Pillsbury
36.19173812866211,30.935457229614258,Heath Brothers
-1.4348745346069336,-62.4168586730957,Platform Controller Hub
-35.988948822021484,76.69840240478516,Billy Roche
-9.802298545837402,-33.075740814208984,Jean Gaven
38.83403778076172,-24.357946395874023,Pidgeon Island
29.530717849731445,-22.1265811920166,Kryvyi Rih
-65.93821716308594,18.006790161132812,Leonardo Balada
3.9300150871276855,-79.85704803466797,controller.controller
-96.7152099609375,-5.9698028564453125,Sylvano Bussotti
98.48815155029297,17.426189422607422,Majorette
-9.652947425842285,-58.28557586669922,Laurent Cars
47.2601203918457,-30.824134826660156,Ferrari Mondial
-41.4417610168457,-16.879230499267578,Symeon of Polotsk
58.506690979003906,-23.174575805664062,Triumph TR8
91.52249908447266,2.417445421218872,Jeep Commander
1.3320564031600952,-44.89691162109375,The Loner
63.956119537353516,-10.019932746887207,Kharkiv
6.315722942352295,48.620845794677734,Mahmoud Fawzi
-51.52152633666992,25.741756439208984,Arun Nehru
12.771944999694824,-39.268089294433594,Howard Glacier
-20.098018646240234,31.098735809326172,Gilad Atzmon
-92.90375518798828,-29.78803825378418,Emilio Lussu
-63.58343505859375,-36.86375045776367,Maso da San Friano
-96.57965087890625,-21.445844650268555,Jean-Baptiste Marchand
50.5680046081543,-29.082040786743164,IBM Connections
71.7187728881836,-14.639870643615723,Nissan Laurel
36.194950103759766,-3.4622724056243896,Webley & Scott
34.12580490112305,-26.720285415649414,Prydz Bay
-85.20996856689453,7.015124797821045,Jean Galland
-11.764347076416016,-69.19656372070312,Pochepsky District
-64.61531066894531,40.01266098022461,Tapio Kantanen
-52.928199768066406,-21.905866622924805,John James Rickard Macleod
69.1400375366211,-12.764969825744629,Toyota Cresta
45.167694091796875,116.56275177001953,Gilles Grimandi
104.8335189819336,8.988334655761719,Northwest Territories
-46.5410041809082,17.642311096191406,Eli Maor
-29.15154266357422,74.51197814941406,Carol Zhao
-95.57453155517578,-4.971863746643066,Henry Mackenzie
9.499980926513672,-62.993492126464844,Centocelle Airport
-63.086360931396484,0.6340441703796387,James Hardiman
-30.080307006835938,68.23863983154297,Gregg Edelman
-73.741943359375,-0.2325894832611084,Mayer Carl von Rothschild
59.98393630981445,-28.04313087463379,Kuala Langat
41.56770324707031,-26.833322525024414,Nykarleby
-54.44847869873047,81.39456939697266,Ryan Archibald
31.285083770751953,7.531834602355957,Dateline NBC
44.327415466308594,-4.414176940917969,Beirut
4.1822967529296875,22.85662269592285,San Marino Football Federation
